year,class,rank,Fname,site,hometown,subject
1454,第三甲,第四十七名,黃,民籍,直隸,詩經
1454,第三甲,第四十八名,楊,民籍,江西,易經
1454,第三甲,第四十九名,蔣,民籍,河南,書經
1454,第三甲,第五十名,林,民籍,福建,詩經
1454,第三甲,第五十一名,劉,民籍,江西,春秋
1454,第三甲,第五十二名,黎,民籍,交阯,詩經
1454,第三甲,第五十三名,羅,戶籍,江西,書經
1454,第三甲,第五十四名,王,醫籍,直隸,書經
1454,第三甲,第五十五名,于,民籍,河南,書經
1454,第三甲,第五十六名,李,民籍,河南,詩經
1454,第三甲,第五十七名,章,官籍,直隸,詩經
1454,第三甲,第五十八名,楊,民籍,江西,易經
1454,第三甲,第五十九名,王,民籍,江西,春秋
1454,第三甲,第六十名,金,民籍,浙江,詩經
1454,第三甲,第六十一名,王,軍籍,江西,易經
1454,第三甲,第六十二名,謝,軍籍,福建,禮記
1454,第三甲,第六十三名,許,民籍,河南,詩經
1454,第三甲,第六十四名,王,民籍,應天,易經
1454,第三甲,第六十五名,劉,民籍,河南,書經
1454,第三甲,第六十六名,林,民籍,福建,詩經
1454,第三甲,第六十七名,李,民籍,廣西,詩經
1454,第三甲,第六十八名,朱,軍籍,陝西,禮記
1454,第三甲,第六十九名,李,軍籍,直隸,詩經
1454,第三甲,第七十名,馮,民籍,江西,春秋
1454,第三甲,第七十一名,周,民籍,江西,易經
1454,第三甲,第七十二名,桂,軍籍,四川,書經
1454,第三甲,第七十三名,鄧,軍籍,湖廣,書經
1454,第三甲,第七十四名,聊,軍籍,直隸,詩經
1454,第三甲,第七十五名,李,民籍,四川,春秋
1454,第三甲,第七十六名,吳,民籍,直隸,禮記
1454,第三甲,第七十七名,李,官籍,順天,易經
1454,第三甲,第七十八名,楊,民籍,陝西,易經
1454,第三甲,第七十九名,劉,儒籍,江西,易經
1454,第三甲,第八十名,阮,民籍,交阯,易經
1454,第三甲,第八十一名,何,民籍,河南,春秋
1454,第三甲,第八十二名,呂,□籍,直隸,書經
1454,第三甲,第八十三名,左,民籍,河南,易經
1454,第三甲,第八十四名,蔣,醫籍,直隸,詩經
1454,第三甲,第八十五名,楊,軍籍,直隸,詩經
1454,第三甲,第八十六名,李,民籍,浙江,書經
1454,第三甲,第八十七名,秦,民籍,順天,書經
1454,第三甲,第八十八名,曹,軍籍,湖廣,詩經
1454,第三甲,第八十九名,彭,民籍,江西,春秋
1454,第三甲,第九十名,馮,匠籍,直隸,易經
1454,第三甲,第九十一名,何,民籍,四川,書經
1454,第三甲,第九十二名,吳,民籍,廣東,書經
1454,第三甲,第九十三名,史,醫籍,江西,詩經
1454,第三甲,第九十四名,孫,民籍,浙江,詩經
1454,第三甲,第九十五名,水,民籍,浙江,書經
1454,第三甲,第九十六名,張,軍籍,直隸,春秋
1454,第三甲,第九十七名,董,軍籍,直隸,禮記
1454,第三甲,第九十八名,吳,□,□,易經
1454,第三甲,第九十九名,丁,民籍,福建,書經
1454,第三甲,第一百名,康,軍籍,江西,詩經
1454,第三甲,第一百零一名,王,軍籍,浙江,書經
1454,第三甲,第一百零二名,孫,匠籍,四川,禮記
1454,第三甲,第一百零三名,王,軍籍,直隸,詩經
1454,第三甲,第一百零四名,王,軍籍,河南,詩經
1454,第三甲,第一百零五名,李,民籍,湖廣,詩經
1454,第三甲,第一百零六名,聶,民籍,江西,禮記
1454,第三甲,第一百零七名,林,民籍,廣東,詩經
1454,第三甲,第一百零八名,趙,民籍,直隸,禮記
1454,第三甲,第一百零九名,張,民籍,湖廣,易經
1454,第三甲,第一百一十名,于,民籍,山西,禮記
1454,第三甲,第一百一十一名,王,官籍,江西,易經
1454,第三甲,第一百一十二名,毛,民籍,浙江,禮記
1454,第三甲,第一百一十三名,李,民籍,山東,易經
1454,第三甲,第一百一十四名,王,民籍,順天,詩經
1454,第三甲,第一百一十五名,洪,匠籍,四川,書經
1454,第三甲,第一百一十六名,曹,軍籍,直隸,書經
1454,第三甲,第一百一十七名,田,民籍,陝西,書經
1454,第三甲,第一百一十八名,劉,軍籍,陝西,易經
1454,第三甲,第一百一十九名,徐,軍籍,廣東,書經
1454,第三甲,第一百二十名,畢,軍籍,山東,易經
1454,第三甲,第一百二十一名,趙,民籍,山東,易經
1454,第三甲,第一百二十二名,戴,軍籍,河南,詩經
1454,第三甲,第一百二十三名,李,軍籍,江西,詩經
1454,第三甲,第一百二十四名,劉,軍籍,江西,詩經
1454,第三甲,第一百二十五名,徐,民籍,河南,易經
1454,第三甲,第一百二十六名,李,民籍,廣東,書經
1454,第三甲,第一百二十七名,鄭,富戶,浙江,春秋
1454,第三甲,第一百二十八名,裴,民籍,廣東,易經
1454,第三甲,第一百二十九名,李,民籍,河南,春秋
1454,第三甲,第一百三十名,夏,軍籍,當塗,詩經
1454,第三甲,第一百三十一名,王,民籍,福建,易經
1454,第三甲,第一百三十二名,郭,民籍,福建,易經
1454,第三甲,第一百三十三名,楊,民籍,江西,詩經
1454,第三甲,第一百三十四名,陳,醫籍,直隸,易經
1454,第三甲,第一百三十五名,楊,軍籍,直隸,詩經
1454,第三甲,第一百三十六名,史,民籍,山東,書經
1454,第三甲,第一百三十七名,茂,軍籍,直隸,詩經
1454,第三甲,第一百三十八名,張,軍籍,山東,易經
1454,第三甲,第一百三十九名,張,民籍,直隸,禮記
1454,第三甲,第一百四十名,龍,民籍,江西,書經
1454,第三甲,第一百四十一名,武,□籍,江西,詩經
1454,第三甲,第一百四十二名,劉,軍籍,直隸,詩經
1454,第三甲,第一百四十三名,王,軍籍,江西,書經
1454,第三甲,第一百四十四名,吳,民籍,直隸,詩經
1454,第三甲,第一百四十五名,劉,民籍,河南,禮記
1454,第三甲,第一百四十六名,劉,軍籍,福建,易經
1454,第三甲,第一百四十七名,冉,民籍,四川,易經
1454,第三甲,第一百四十八名,吳,民籍,河南,書經
1454,第三甲,第一百四十九名,劉,軍籍,四川,詩經
1454,第三甲,第一百五十名,羅,民籍,江西,書經
1454,第三甲,第一百五十一名,田,民籍,直隸,書經
1454,第三甲,第一百五十二名,伍,民籍,江西,春秋
1454,第三甲,第一百五十三名,魏,官籍,浙江,春秋
1454,第三甲,第一百五十四名,程,軍籍,直隸,春秋
1454,第三甲,第一百五十五名,杜,民籍,直隸,書經
1454,第三甲,第一百五十六名,葉,軍餘,廣東,書經
1454,第三甲,第一百五十七名,金,官籍,應天,書經
1454,第三甲,第一百五十八名,李,民籍,直隸,詩經
1454,第三甲,第一百五十九名,鄭,民籍,廣東,春秋
1454,第三甲,第一百六十名,吳,民籍,四川,詩經
1454,第三甲,第一百六十一名,黃,民籍,山東,書經
1454,第三甲,第一百六十二名,李,民籍,江西,詩經
1454,第三甲,第一百六十三名,張,民籍,四川,春秋
1454,第三甲,第一百六十四名,毛,民籍,浙江,禮記
1454,第三甲,第一百六十五名,蕭,軍籍,廣東,易經
1454,第三甲,第一百六十六名,段,軍籍,山西,易經
1454,第三甲,第一百六十七名,宋,民籍,福建,書經
1454,第三甲,第一百六十八名,呂,民籍,浙江,易經
1454,第三甲,第一百六十九名,楊,匠籍,浙江,春秋
1454,第三甲,第一百七十名,樊,民籍,陝西,書經
1454,第三甲,第一百七十一名,白,軍籍,山西,禮記
1454,第三甲,第一百七十二名,汪,民籍,江西,書經
1454,第三甲,第一百七十三名,謝,軍籍,□,詩經
1454,第三甲,第一百七十四名,徐,民籍,直隸,禮記
1454,第三甲,第一百七十五名,邢,民籍,陝西,易經
1454,第三甲,第一百七十六名,趙,軍籍,直隸,詩經
1454,第三甲,第一百七十七名,劉,軍籍,廣東,易經
1454,第三甲,第一百七十八名,婁,軍籍,福建,禮記
1454,第三甲,第一百七十九名,王,民籍,四川,詩經
1454,第三甲,第一百八十名,俞,軍籍,福建,詩經
1454,第三甲,第一百八十一名,何,民籍,廣東,易經
1454,第三甲,第一百八十二名,施,民籍,浙江,易經
1454,第三甲,第一百八十三名,張,軍籍,直隸,易經
1454,第三甲,第一百八十四名,毛,軍籍,江西,禮記
1454,第三甲,第一百八十五名,孫,軍籍,山東,禮記
1454,第三甲,第一百八十六名,楊,民籍,直隸,書經
1454,第三甲,第一百八十七名,高,軍籍,陝西,易經
1454,第三甲,第一百八十八名,李,民籍,浙江,詩經
1454,第三甲,第一百八十九名,劉,民籍,江西,書經
1454,第三甲,第一百九十名,李,民籍,直隸,易經
1454,第三甲,第一百九十一名,周,民籍,江西,詩經
1454,第三甲,第一百九十二名,金,軍籍,大寧,書經
1454,第三甲,第一百九十三名,金,軍籍,浙江,書經
1454,第三甲,第一百九十四名,孫,軍籍,山東,書經
1454,第三甲,第一百九十五名,方,民籍,直隸,春秋
1454,第三甲,第一百九十六名,王,軍籍,順天,禮記
1454,第三甲,第一百九十七名,夏,民籍,浙江,禮記
1454,第三甲,第一百九十八名,程,竈籍,四川,易經
1454,第三甲,第一百九十九名,閻,官籍,直隸,詩經
1454,第三甲,第二百名,陳,戶籍,江西,詩經
1454,第三甲,第二百零一名,劉,民籍,江西,詩經
1454,第三甲,第二百零二名,李,竈籍,四川,書經
1454,第三甲,第二百零三名,熊,軍籍,江西,詩經
1454,第三甲,第二百零四名,韓,民籍,廣東,詩經
1454,第三甲,第二百零五名,周,軍籍,河南,書經
1454,第三甲,第二百零六名,周,□籍,浙江,詩經
1454,第三甲,第二百零七名,王,民籍,江西,詩經
1454,第三甲,第二百零八名,王,軍籍,順天,詩經
1454,第三甲,第二百零九名,王,軍籍,山西,春秋
1454,第三甲,第二百一十名,牛,官籍,四川,易經
1454,第三甲,第二百一十一名,俞,民籍,四川,易經
1454,第三甲,第二百一十二名,沈,民籍,直隸,書經
1454,第三甲,第二百一十三名,沈,軍籍,直隸,易經
1457,第一甲,第一名,黎,軍籍,湖廣,書經
1457,第一甲,第二名,徐,民籍,江西,書經
1457,第一甲,第三名,陳,民籍,浙江,春秋
1457,第二甲,第一名,宋,竈籍,直隸,詩經
1457,第二甲,第二名,徐,民籍,浙江,書經
1457,第二甲,第三名,張,民籍,浙江,詩經
1457,第二甲,第四名,羅,民籍,江西,詩經
1457,第二甲,第五名,楊,軍籍,順天,書經
1457,第二甲,第六名,彭,儒籍,江西,春秋
1457,第二甲,第七名,周,民籍,湖廣,書經
1457,第二甲,第八名,李,匠籍,浙江,易經
1457,第二甲,第九名,左,民籍,江西,春秋
1457,第二甲,第十名,劉,官籍,直隸,易經
1457,第二甲,第十一名,袁,軍籍,江西,禮記
1457,第二甲,第十二名,許,民籍,山東,詩經
1457,第二甲,第十三名,陳,軍籍,湖廣,春秋
1457,第二甲,第十四名,趙,民籍,浙江,詩經
1457,第二甲,第十五名,何,民籍,廣東,易經
1457,第二甲,第十六名,柳,軍籍,直隸,詩經
1457,第二甲,第十七名,路,民籍,江西,春秋
1457,第二甲,第十八名,石,軍籍,直隸,春秋
1457,第二甲,第十九名,范,民籍,直隸,易經
1457,第二甲,第二十名,夏,儒籍,江西,易經
1457,第二甲,第二十一名,劉,軍籍,江西,書經
1457,第二甲,第二十二名,劉,民籍,江西,書經
1457,第二甲,第二十三名,郭,民籍,四川,易經
1457,第二甲,第二十四名,王,軍籍,湖廣,書經
1457,第二甲,第二十五名,龐,官籍,直隸,春秋
1457,第二甲,第二十六名,彭,民籍,福建,書經
1457,第二甲,第二十七名,楊,軍籍,直隸,易經
1457,第二甲,第二十八名,陳,民籍,浙江,書經
1457,第二甲,第二十九名,黃,民籍,直隸,詩經
1457,第二甲,第三十名,徐,軍籍,福建,詩經
1457,第二甲,第三十一名,劉,軍籍,湖廣,詩經
1457,第二甲,第三十二名,虞,民籍,浙江,書經
1457,第二甲,第三十三名,黃,民籍,福建,詩經
1457,第二甲,第三十四名,孫,民籍,浙江,禮記
1457,第二甲,第三十五名,夏,民籍,浙江,詩經
1457,第二甲,第三十六名,鄭,軍籍,直隸,詩經
1457,第二甲,第三十七名,陳,軍籍,河南,易經
1457,第二甲,第三十八名,陳,軍籍,貴州,書經
1457,第二甲,第三十九名,謝,□籍,□功,禮記
1457,第二甲,第四十名,門,民籍,四川,春秋
1457,第二甲,第四十一名,潘,軍籍,廣東,禮記
1457,第二甲,第四十二名,李,軍籍,彭城,書經
1457,第二甲,第四十三名,葉,軍籍,直隸,詩經
1457,第二甲,第四十四名,計,民籍,江西,書經
1457,第二甲,第四十五名,劉,民籍,河南,詩經
1457,第二甲,第四十六名,楊,官籍,福建,春秋
1457,第二甲,第四十七名,宋,民籍,直隸,書經
1457,第二甲,第四十八名,朱,軍籍,南京,書經
1457,第二甲,第四十九名,葉,民籍,廣東,詩經
1457,第二甲,第五十名,曾,民籍,江西,書經
1457,第二甲,第五十一名,展,軍籍,驍騎,詩經
1457,第二甲,第五十二名,于,民籍,直隸,詩經
1457,第二甲,第五十三名,石,官籍,陝西,書經
1457,第二甲,第五十四名,唐,匠籍,直隸,詩經
1457,第二甲,第五十五名,楊,軍籍,四川,書經
1457,第二甲,第五十六名,徐,民籍,江西,書經
1457,第二甲,第五十七名,陳,民籍,福建,詩經
1457,第二甲,第五十八名,張,軍籍,廣東,書經
1457,第二甲,第五十九名,王,民籍,江西,禮記
1457,第二甲,第六十名,胡,民籍,四川,禮記
1457,第二甲,第六十一名,劉,民籍,江西,詩經
1457,第二甲,第六十二名,吳,軍籍,江西,春秋
1457,第二甲,第六十三名,張,軍籍,直隸,易經
1457,第二甲,第六十四名,夏,民籍,直隸,詩經
1457,第二甲,第六十五名,馮,民籍,浙江,易經
1457,第二甲,第六十六名,萬,軍籍,四川,詩經
1457,第二甲,第六十七名,趙,匠籍,錦衣,書經
1457,第二甲,第六十八名,羅,民籍,江西,書經
1457,第二甲,第六十九名,蔣,軍籍,四川,書經
1457,第二甲,第七十名,袁,軍籍,直隸,詩經
1457,第二甲,第七十一名,劉,民籍,四川,書經
1457,第二甲,第七十二名,楊,民籍,山西,詩經
1457,第二甲,第七十三名,胡,官籍,直隸,詩經
1457,第二甲,第七十四名,游,民籍,江西,詩經
1457,第二甲,第七十五名,孟,民籍,浙江,春秋
1457,第二甲,第七十六名,陳,民籍,浙江,易經
1457,第二甲,第七十七名,周,民籍,江西,易經
1457,第二甲,第七十八名,蔡,民籍,順天,詩經
1457,第二甲,第七十九名,馮,民籍,直隸,書經
1457,第二甲,第八十名,彭,民籍,四川,詩經
1457,第二甲,第八十一名,陸,軍籍,直隸,禮記
1457,第二甲,第八十二名,鄭,軍籍,福建,春秋
1457,第二甲,第八十三名,嚴,民籍,四川,易經
1457,第二甲,第八十四名,鄒,民籍,應天,書經
1457,第二甲,第八十五名,馮,軍籍,四川,詩經
1457,第二甲,第八十六名,何,民籍,江西,詩經
1457,第二甲,第八十七名,吳,民籍,福建,詩經
1457,第二甲,第八十八名,楊,民籍,浙江,易經
1457,第二甲,第八十九名,端,民籍,直隸,易經
1457,第二甲,第九十名,俞,民籍,浙江,書經
1457,第二甲,第九十一名,樂,民籍,廣西,春秋
1457,第二甲,第九十二名,馮,民籍,浙江,詩經
1457,第二甲,第九十三名,劉,民籍,江西,易經
1457,第二甲,第九十四名,李,民籍,浙江,詩經
1457,第二甲,第九十五名,孔,民籍,直隸,詩經
1457,第二甲,第九十六名,倪,民籍,浙江,詩經
1457,第二甲,第九十七名,楊,民籍,直隸,禮記
1457,第三甲,第一名,姚,民籍,順天,詩經
1457,第三甲,第二名,白,民籍,直隸,詩經
1457,第三甲,第三名,王,民籍,河南,春秋
1457,第三甲,第四名,應,民籍,浙江,易經
1457,第三甲,第五名,談,竃籍,直隸,詩經
1457,第三甲,第六名,蔡,民籍,河南,書經
1457,第三甲,第七名,楊,民籍,江西,書經
1457,第三甲,第八名,徐,軍籍,廣東,書經
1457,第三甲,第九名,王,民籍,直隸,易經
1457,第三甲,第十名,劉,軍籍,永清,春秋
1457,第三甲,第十一名,黃,民籍,直隸,詩經
1457,第三甲,第十二名,李,軍籍,直隸,春秋
1457,第三甲,第十三名,盧,民籍,四川,書經
1457,第三甲,第十四名,邵,民籍,江西,禮記
1457,第三甲,第十五名,金,民籍,河南,易經
1457,第三甲,第十六名,王,民籍,河南,詩經
1457,第三甲,第十七名,黃,民籍,廣東,詩經
1457,第三甲,第十八名,梁,軍籍,廣東,易經
1457,第三甲,第十九名,吳,竃籍,四川,詩經
1457,第三甲,第二十名,劉,軍籍,江西,春秋
1457,第三甲,第二十一名,喻,民籍,四川,詩經
1457,第三甲,第二十二名,吳,民籍,浙江,易經
1457,第三甲,第二十三名,陳,竃籍,浙江,禮記
1457,第三甲,第二十四名,劉,軍籍,河南,詩經
1457,第三甲,第二十五名,王,軍籍,福建,春秋
1457,第三甲,第二十六名,范,軍籍,湖廣,禮記
1457,第三甲,第二十七名,文,民籍,陝西,書經
1457,第三甲,第二十八名,霍,民籍,直隸,書經
1457,第三甲,第二十九名,劉,民籍,直隸,易經
1457,第三甲,第三十名,吳,民籍,浙江,禮記
1457,第三甲,第三十一名,吉,民籍,直隸,易經
1457,第三甲,第三十二名,莊,官籍,應天,書經
1457,第三甲,第三十三名,劉,民籍,河南,書經
1457,第三甲,第三十四名,朱,儒籍,直隸,詩經
1457,第三甲,第三十五名,張,軍籍,湖廣,禮記
1457,第三甲,第三十六名,尹,軍籍,直隸,書經
1457,第三甲,第三十七名,姜,軍籍,河南,春秋
1457,第三甲,第三十八名,楊,民籍,福建,書經
1457,第三甲,第三十九名,劉,民籍,山東,易經
